20140508 0.090358	500	4383	8	4381	75	4381	48962	643772
20140508 0.090359	0	4383	10	4381	73	4381	48962	643772
20140508 0.090359	500	4383	10	4382	1	4381	48962	643772
20140508 0.0904	0	4383	16	4382	1	4381	48962	643772
20140508 0.0904	500	4383	25	4382	1	4381	48962	643772
20140508 0.090401	0	4382	7	4381	70	4382	48970	643772
20140508 0.090401	500	4382	6	4381	67	4382	48974	643772
20140508 0.090402	0	4382	6	4381	67	4382	48974	643772
20140508 0.090402	500	4382	7	4381	67	4382	48974	643772
20140508 0.090403	0	4382	7	4381	67	4382	48974	643772
20140508 0.090403	500	4383	29	4382	8	4382	48998	643776
20140508 0.090404	0	4383	29	4381	67	4382	49014	643776
20140508 0.090404	500	4383	28	4382	2	4382	49014	643776
20140508 0.090405	0	4383	25	4382	1	4382	49016	643776
20140508 0.090405	500	4383	28	4381	66	4382	49018	643774
20140508 0.090407	0	4383	28	4382	1	4382	49018	643774
20140508 0.090407	500	4382	8	4381	66	4382	49020	643776
20140508 0.090408	0	4382	7	4381	66	4382	49020	643776
20140508 0.090408	500	4382	1	4381	66	4382	49020	643776
20140508 0.090409	0	4382	7	4381	76	4382	49020	643776
20140508 0.090409	500	4382	6	4381	76	4382	49024	643778
20140508 0.09041	0	4382	4	4381	76	4382	49028	643778
20140508 0.09041	500	4382	4	4381	76	4382	49028	643778
20140508 0.090411	0	4382	3	4381	76	4382	49030	643776
20140508 0.090411	500	4383	33	4382	11	4382	49036	643778
